Image Index,Method,Jaccard Index (IoU),F1 Score,Pixel Accuracy
8,LRP + rollout + CAM (multiply),0.05930222300635145,0.0004707841988435586,0.00023545257285567195
8,saliency + rollout + CAM (sqrt),0.05012895972488592,0.00039814071437894647,0.00019911459675485237
8,saliency + rollout + CAM (multiply),0.01561010221956141,0.0001232788352741724,6.164321728910117e-05
9,LRP + saliency + rollout (sqrt),0.0546972459456866,0.00045537558899237364,0.00022775702880167438
9,LRP + saliency + rollout (multiply),0.038365143628301526,0.00031799182569254103,0.00015903034642643227
9,LRP + saliency + CAM (sqrt),0.1357054564718347,0.0012269987626232388,0.0006141448302950412
9,LRP + saliency + CAM (multiply),0.05311689559120161,0.00044179897667213523,0.00022096427531109812
9,LRP + rollout + CAM (sqrt),0.061038113875687264,0.0005231999226782405,0.0002617207962545556
9,LRP + rollout + CAM (multiply),0.045060658578856154,0.00037390778778815566,0.00018700050785821684
9,saliency + rollout + CAM (sqrt),0.19663177059626763,0.0020668117634441443,0.0010356951204455087
9,saliency + rollout + CAM (multiply),0.05381792766031802,0.0004919147502155122,0.0002461374205997042
10,LRP + saliency + rollout (sqrt),0.825543120473996,0.007265997507310903,0.0036473888302643686
10,LRP + saliency + rollout (multiply),0.6712328767123288,0.00568385472067334,0.0028504314622480715
10,LRP + saliency + CAM (sqrt),0.789431330472103,0.006823066276247244,0.003424008078937173
10,LRP + saliency + CAM (multiply),0.652233301461549,0.005539192542332772,0.0027777163739254166
10,LRP + rollout + CAM (sqrt),0.8092485549132948,0.007299832509398535,0.003664840451461806
10,LRP + rollout + CAM (multiply),0.3775208389351976,0.003260892286038782,0.0016334717440801192
10,saliency + rollout + CAM (sqrt),0.8187885656718298,0.007532328366421941,0.0037823480341912163
10,saliency + rollout + CAM (multiply),0.679240305987866,0.005972004633811751,0.002995861638893381
11,LRP + saliency + rollout (sqrt),0.21164594502110187,0.0024369270291062072,0.0012220333502154612
11,LRP + saliency + rollout (multiply),0.0,0.0,0.0
11,LRP + saliency + CAM (sqrt),0.0611439842209073,0.0005711544624074423,0.00028583264564457564
11,LRP + saliency + CAM (multiply),0.03312121444452963,0.00028440989390918437,0.0001422577222562865
11,LRP + rollout + CAM (sqrt),0.06441104612423187,0.00057259990963452,0.000286491246210577
11,LRP + rollout + CAM (multiply),0.02523460294929422,0.00021070687217171293,0.00010537609056021223
11,saliency + rollout + CAM (sqrt),0.05142747897017588,0.0005307651403715948,0.0002657453283815352
11,saliency + rollout + CAM (multiply),0.02849535871051306,0.0002606388877827825,0.00013040291206826263
12,LRP + saliency + rollout (sqrt),0.1494345718901454,0.0011976810305667621,0.0005992309689282847
12,LRP + saliency + rollout (multiply),0.04052389678272102,0.00032360456625473653,0.00016183434976661785
12,LRP + saliency + CAM (sqrt),0.029097475061421425,0.00023580311711091047,0.0001179267352265273
12,LRP + saliency + CAM (multiply),0.0,0.0,0.0
12,LRP + rollout + CAM (sqrt),0.08633990030856871,0.0006978992991268344,0.00034910152544170343
12,LRP + rollout + CAM (multiply),0.03332323538321721,0.00026388996843875975,0.0001319627759401628
12,saliency + rollout + CAM (sqrt),0.06470120928590344,0.0005274087036106989,0.00026380558572038
12,saliency + rollout + CAM (multiply),0.0,0.0,0.0
13,LRP + saliency + rollout (sqrt),0.009679558927164947,7.627605594971203e-05,3.8139482539508055e-05
13,LRP + saliency + rollout (multiply),0.009119927040583675,7.186624972264119e-05,3.5934416097181035e-05
13,LRP + saliency + CAM (sqrt),0.014218795340546366,0.00011204376566683394,5.6025021460604974e-05
13,LRP + saliency + CAM (multiply),0.012270447290967127,9.66915720963476e-05,4.834812347620721e-05
13,LRP + rollout + CAM (sqrt),0.015358786220619326,0.00012102632281689175,6.051682347275261e-05
13,LRP + rollout + CAM (multiply),0.009451560751150355,7.447947057509666e-05,3.7241122137078525e-05
13,saliency + rollout + CAM (sqrt),0.014633337478754716,0.00011531015942119526,5.765840401047684e-05
13,saliency + rollout + CAM (multiply),0.012519172573892135,9.865143971894793e-05,4.932815300613033e-05
14,LRP + saliency + rollout (sqrt),0.7367054861793181,0.006278011088303176,0.0031494924701306586
14,LRP + saliency + rollout (multiply),0.03503231492361927,0.00028608570875935063,0.0001430633185651199
14,LRP + saliency + CAM (sqrt),0.40620133087922977,0.003435479679898073,0.0017209587461774801
14,LRP + saliency + CAM (multiply),0.1345151953690304,0.0011144245441964647,0.0005575570423743352
14,LRP + rollout + CAM (sqrt),0.2846991946944576,0.0025194966037401377,0.0012617764805103971
14,LRP + rollout + CAM (multiply),0.13323256316130425,0.0011096071235458512,0.0005551576575765974
14,saliency + rollout + CAM (sqrt),0.6700616642416684,0.005782921873449027,0.0029005562973653553
14,saliency + rollout + CAM (multiply),0.2966954535721933,0.002490160958924624,0.0012467803255245356
15,LRP + saliency + rollout (sqrt),0.0,0.0,0.0
15,LRP + saliency + rollout (multiply),0.0,0.0,0.0
15,LRP + saliency + CAM (sqrt),0.0,0.0,0.0
15,LRP + saliency + CAM (multiply),0.0,0.0,0.0
15,LRP + rollout + CAM (sqrt),0.0,0.0,0.0
15,LRP + rollout + CAM (multiply),0.0,0.0,0.0
15,saliency + rollout + CAM (sqrt),0.0,0.0,0.0
15,saliency + rollout + CAM (multiply),0.0,0.0,0.0
16,LRP + saliency + rollout (sqrt),0.012221116953247122,0.0001224898482977472,6.130359966183224e-05
16,LRP + saliency + rollout (multiply),0.002948982601002654,2.849252463000676e-05,1.4256651084147032e-05
16,LRP + saliency + CAM (sqrt),0.15021770682148042,0.0017659793044856869,0.0008853380323255307
16,LRP + saliency + CAM (multiply),0.01902480270574972,0.00019226578822564312,9.623239481799246e-05
16,LRP + rollout + CAM (sqrt),0.6098125152179206,0.0071034632396840955,0.0035705782640246242
16,LRP + rollout + CAM (multiply),0.1054519368723099,0.0010464271985649,0.0005239319273424034
16,saliency + rollout + CAM (sqrt),0.16209191100020795,0.0022140923641507343,0.001111305952009261
16,saliency + rollout + CAM (multiply),0.01732484076433121,0.00019358590125268581,9.694522737219982e-05
17,LRP + saliency + rollout (sqrt),0.0,0.0,0.0
17,LRP + saliency + rollout (multiply),0.0,0.0,0.0
17,LRP + saliency + CAM (sqrt),0.0,0.0,0.0
17,LRP + saliency + CAM (multiply),0.0,0.0,0.0
17,LRP + rollout + CAM (sqrt),0.0,0.0,0.0
17,LRP + rollout + CAM (multiply),0.0,0.0,0.0
17,saliency + rollout + CAM (sqrt),0.0,0.0,0.0
17,saliency + rollout + CAM (multiply),0.0,0.0,0.0
18,LRP + saliency + rollout (sqrt),0.5754131596731584,0.004975630513481775,0.002494658298933897
18,LRP + saliency + rollout (multiply),0.16210224308815857,0.0013234216892099077,0.0006621525230781196
18,LRP + saliency + CAM (sqrt),0.2319634703196347,0.0018925000372539376,0.000947149787637085
18,LRP + saliency + CAM (multiply),0.04641901155578769,0.0003786815596993343,0.00018937668701067702
18,LRP + rollout + CAM (sqrt),0.26119548921191577,0.0021322597003980894,0.0010672748028857705
18,LRP + rollout + CAM (multiply),0.09029772786628362,0.000736459959981948,0.0003683656232570553
18,saliency + rollout + CAM (sqrt),0.44084278768233387,0.004190298407362558,0.002100989180225345
18,saliency + rollout + CAM (multiply),0.24293181278213352,0.0021755133998859586,0.0010893820673328676
19,LRP + saliency + rollout (sqrt),0.1363123872519543,0.0011141085864228959,0.0005574002373446172
19,LRP + saliency + rollout (multiply),0.09152142476596392,0.0007389219696863791,0.00036960230791668164
19,LRP + saliency + CAM (sqrt),0.1398511090853844,0.0011310420669624823,0.0005658526809768074
19,LRP + saliency + CAM (multiply),0.10720012216538138,0.000862699049832852,0.0004315356676216391
19,LRP + rollout + CAM (sqrt),0.13871690659778935,0.0011218319651150807,0.0005612422571774309
19,LRP + rollout + CAM (multiply),0.10815453920745209,0.0008703764324305393,0.0004353776874544529
19,saliency + rollout + CAM (sqrt),0.15885608856088562,0.0013221328259782976,0.0006615958152105258
19,saliency + rollout + CAM (multiply),0.10497851533560527,0.0008705762729566877,0.0004355313682477654
20,LRP + saliency + rollout (sqrt),0.22247921141031995,0.0017901417690367066,0.0008958727541368144
20,LRP + saliency + rollout (multiply),0.09923453934688034,0.0007988702325745323,0.00039959472845409394
20,LRP + saliency + CAM (sqrt),0.3252381739082549,0.002615893123093362,0.0013096595262207984
20,LRP + saliency + CAM (multiply),0.14675918277438185,0.0011812330654837493,0.0005909655667758936
20,LRP + rollout + CAM (sqrt),0.399682119205298,0.0033396571671924723,0.001672887142873299
20,LRP + rollout + CAM (multiply),0.16366936149150305,0.001318982601706478,0.000659930028789891
20,saliency + rollout + CAM (sqrt),0.4774717061712577,0.003958322545753721,0.0019833380972771454
20,saliency + rollout + CAM (multiply),0.19064926482735833,0.001534223895204797,0.0007677008601043692
21,LRP + saliency + rollout (sqrt),0.012241390152388539,9.65005177814597e-05,4.825258709054912e-05
21,LRP + saliency + rollout (multiply),0.012262351436896054,9.666575040754528e-05,4.833521138351239e-05
21,LRP + saliency + CAM (sqrt),0.06919320015930576,0.0005453368454501999,0.0002727427910717511
21,LRP + saliency + CAM (multiply),0.0187813109187331,0.0001480517725151468,7.403136649508906e-05
21,LRP + rollout + CAM (sqrt),0.06988492254805374,0.0005507870605019927,0.000275469392739539
21,LRP + rollout + CAM (multiply),0.011235248496027837,8.856931962073163e-05,4.4286621028312206e-05
21,saliency + rollout + CAM (sqrt),0.09172658100488398,0.0007228664495974926,0.0003615639060072653
21,saliency + rollout + CAM (multiply),0.055631249082943805,0.00043847359642189683,0.00021928487352451602
22,LRP + saliency + rollout (sqrt),0.2802928144866114,0.0022549039511651344,0.0011287432967775658
22,LRP + saliency + rollout (multiply),0.21200866604766327,0.001699040150830119,0.0008502423733802146
22,LRP + saliency + CAM (sqrt),0.22492891723660954,0.0018148412409186247,0.0009082698638262365
22,LRP + saliency + CAM (multiply),0.07961931290622098,0.0006384088543399471,0.0003193063511708908
22,LRP + rollout + CAM (sqrt),0.2325674983536987,0.001970226856575419,0.0009863121838646028
22,LRP + rollout + CAM (multiply),0.07981616238988894,0.0006464453956042643,0.0003233403478329137
22,saliency + rollout + CAM (sqrt),0.24446618121218708,0.0020911957189368494,0.0010469772875127167
22,saliency + rollout + CAM (multiply),0.10653632355760015,0.0008619410235696982,0.0004311721816831417
23,LRP + saliency + rollout (sqrt),0.808086785009862,0.006624642148861223,0.0033234301010940876
23,LRP + saliency + rollout (multiply),0.5049170557266316,0.00411477327461639,0.0020616298759899006
23,LRP + saliency + CAM (sqrt),0.7039914538215014,0.005862500940151378,0.0029401445939505784
23,LRP + saliency + CAM (multiply),0.5136850456168187,0.004193102912344721,0.0021009724095273825
23,LRP + rollout + CAM (sqrt),0.686480405025314,0.005920480236495774,0.002969752892386003
23,LRP + rollout + CAM (multiply),0.5169984973703982,0.004454580874918524,0.0022327901765344096
23,saliency + rollout + CAM (sqrt),0.7112422997946611,0.006716324757287633,0.003371695683475122
23,saliency + rollout + CAM (multiply),0.43167316554413326,0.00394155238578824,0.0019756441325883937
24,LRP + saliency + rollout (sqrt),0.07973464041240598,0.0006445327009831088,0.0003223702395721684
24,LRP + saliency + rollout (multiply),0.0393813910250993,0.00031839028431364174,0.00015922048928524693
24,LRP + saliency + CAM (sqrt),0.06895968900532409,0.000557457964356165,0.00027880669368403755
24,LRP + saliency + CAM (multiply),0.019563931378348685,0.00015818295276325632,7.909773233805721e-05
24,LRP + rollout + CAM (sqrt),0.09263245033112583,0.0007643116328708645,0.0003823341792064191
24,LRP + rollout + CAM (multiply),0.03270514662384856,0.00026442138519909835,0.00013222817457809132
24,saliency + rollout + CAM (sqrt),0.15219022791009992,0.0013152365701989172,0.0006582366364979146
24,saliency + rollout + CAM (multiply),0.03664748022692451,0.00030231160777511294,0.00015119112984704242
25,LRP + saliency + rollout (sqrt),0.3714883052397753,0.00340511665788339,0.0017063228173112243
25,LRP + saliency + rollout (multiply),0.056139154160982266,0.0004936759392364699,0.0002469756733463133
25,LRP + saliency + CAM (sqrt),0.4049143226640802,0.003749234750771985,0.0018791757794588261
25,LRP + saliency + CAM (multiply),0.13601117708697172,0.0011676336976566366,0.0005842790230926756
25,LRP + rollout + CAM (sqrt),0.26740731171683246,0.002480296916703362,0.0012423806654358895
25,LRP + rollout + CAM (multiply),0.020889163746306602,0.0001823884183354357,9.122795224456773e-05
25,saliency + rollout + CAM (sqrt),0.43263043893737657,0.004065035783807857,0.002037924420042301
25,saliency + rollout + CAM (multiply),0.13672757134058716,0.0011980934842723246,0.0005995837124494946
26,LRP + saliency + rollout (sqrt),0.4000627549419517,0.003630137142310487,0.0018192397660985596
26,LRP + saliency + rollout (multiply),0.10002104229501298,0.000813546867516517,0.0004069389657186739
26,LRP + saliency + CAM (sqrt),0.18227328156087544,0.0016189831474685574,0.000810453480112927
26,LRP + saliency + CAM (multiply),0.03429894087115101,0.000279053841983622,0.00013954639147014834
26,LRP + rollout + CAM (sqrt),0.10956567379608975,0.0009524173435768575,0.0004765694759818972
26,LRP + rollout + CAM (multiply),0.04825954714430551,0.00040736416273684815,0.0002037548538030387
26,saliency + rollout + CAM (sqrt),0.12765568880501613,0.0011953901378318461,0.000598422868942538
26,saliency + rollout + CAM (multiply),0.029320302087960905,0.0002635351992043747,0.0001318413759902015
27,LRP + saliency + rollout (sqrt),0.2473383786557209,0.002000199164133029,0.0010011565285452273
27,LRP + saliency + rollout (multiply),0.10173721397549751,0.000814549478107069,0.0004074459150918538
27,LRP + saliency + CAM (sqrt),0.17340094354761065,0.001401575144259385,0.0007013157945974151
27,LRP + saliency + CAM (multiply),0.0625748987854251,0.0005014182193891573,0.0002507758865745338
27,LRP + rollout + CAM (sqrt),0.197829209896249,0.001607344034521714,0.0008043779343180051
27,LRP + rollout + CAM (multiply),0.07411102172164119,0.0005976607666588855,0.0002989321256631218
27,saliency + rollout + CAM (sqrt),0.35989265518673524,0.002919944151694015,0.0014622103324338112
27,saliency + rollout + CAM (multiply),0.09809952407161589,0.0007862724613130594,0.00039329758608738996
28,LRP + saliency + rollout (sqrt),0.7235294117647059,0.007501718797359336,0.0037692134471495266
28,LRP + saliency + rollout (multiply),0.18696173552818052,0.0015910168313809747,0.0007962800026929586
28,LRP + saliency + CAM (sqrt),0.6178227848101265,0.005646611524048308,0.0028327138754692363
28,LRP + saliency + CAM (multiply),0.24235711120957024,0.0020295132785636836,0.0010158954203453024
28,LRP + rollout + CAM (sqrt),0.6303889310723023,0.006904801618636311,0.003469273574415036
28,LRP + rollout + CAM (multiply),0.18779441013294254,0.0016639513836813117,0.0008329599561697771
28,saliency + rollout + CAM (sqrt),0.5679354894650135,0.006056265946818588,0.0030411860161159644
28,saliency + rollout + CAM (multiply),0.27274613549123355,0.0024373804603487616,0.0012206531353234917
29,LRP + saliency + rollout (sqrt),0.08734505621216489,0.0007222481511162429,0.000361292525799625
29,LRP + saliency + rollout (multiply),0.02691670610506389,0.00021699044741284196,0.00010850699619724712
29,LRP + saliency + CAM (sqrt),0.12010458085952394,0.0010507660584931204,0.0005258415969558899
29,LRP + saliency + CAM (multiply),0.02905953799875135,0.00024412892582080604,0.00012210018033624291
29,LRP + rollout + CAM (sqrt),0.1128492825547524,0.0009969015993313325,0.0004988937055926175
29,LRP + rollout + CAM (multiply),0.004302637460885114,3.6716084768379916e-05,1.836272243338028e-05
29,saliency + rollout + CAM (sqrt),0.11902324152759292,0.0011076088440065141,0.0005544588267221969
29,saliency + rollout + CAM (multiply),0.000673930135909244,5.722198697627577e-06,2.861722976630693e-06
30,LRP + saliency + rollout (sqrt),0.01609493282411512,0.00012847737838643029,6.42428160675094e-05
30,LRP + saliency + rollout (multiply),0.015003750937734433,0.00011976756925593717,5.988737091039012e-05
30,LRP + saliency + CAM (sqrt),0.40677214758235014,0.003241992788747032,0.0016236282899773722
30,LRP + saliency + CAM (multiply),0.15781218031780672,0.0012590194474705557,0.0006299062558483761
30,LRP + rollout + CAM (sqrt),0.45185159926345225,0.003600631272098056,0.0018035626180308625
30,LRP + rollout + CAM (multiply),0.22311259633090091,0.0017795200979973532,0.0008905524269697331
30,saliency + rollout + CAM (sqrt),0.44417922662483805,0.003539601293506071,0.0017729383942698676
30,saliency + rollout + CAM (multiply),0.19590124803928255,0.0015626551265016245,0.000781938513364071
31,LRP + saliency + rollout (sqrt),0.7724845995893224,0.007639284441506779,0.003837405008415362
31,LRP + saliency + rollout (multiply),0.11179681936862093,0.0009602828246994528,0.00048044065894833475
31,LRP + saliency + CAM (sqrt),0.006371083084124301,9.959177534534464e-05,4.9982149232416995e-05
31,LRP + saliency + CAM (multiply),0.0016771488469601676,2.440403317321576e-05,1.2240526342632734e-05
31,LRP + rollout + CAM (sqrt),0.00673910053637739,9.963430144662905e-05,4.9982149232416995e-05
31,LRP + rollout + CAM (multiply),0.0,0.0,0.0
31,saliency + rollout + CAM (sqrt),0.0,0.0,0.0
31,saliency + rollout + CAM (multiply),0.0,0.0,0.0
32,LRP + saliency + rollout (sqrt),0.5420570813139473,0.005629580745558722,0.002825842109932164
32,LRP + saliency + rollout (multiply),0.499012589484078,0.004527734755151796,0.0022699939698898747
32,LRP + saliency + CAM (sqrt),0.5674529552080573,0.004796240965744736,0.0024041835713748314
32,LRP + saliency + CAM (multiply),0.41542423420981295,0.003435751998116782,0.001720883383060219
32,LRP + rollout + CAM (sqrt),0.6067521944632005,0.005032383437824639,0.0025226522153636425
32,LRP + rollout + CAM (multiply),0.4264248003248951,0.0035308478406343422,0.0017686077183163753
32,saliency + rollout + CAM (sqrt),0.6030407563562029,0.005284713964856652,0.0026501042636359654
32,saliency + rollout + CAM (multiply),0.4627080875606239,0.00395541252823694,0.0019819635700497793
33,LRP + saliency + rollout (sqrt),0.14664376913312924,0.0013252920585382312,0.0006633853187829919
33,LRP + saliency + rollout (multiply),0.02983908764255585,0.00025795978123389863,0.00012902912004842307
33,LRP + saliency + CAM (sqrt),0.22382671480144403,0.001965962668973108,0.0009842692560761907
33,LRP + saliency + CAM (multiply),0.09132530120481927,0.0007676972963483739,0.0003840474070551231
33,LRP + rollout + CAM (sqrt),0.40740196798355116,0.003738942555878591,0.0018739621937922807
33,LRP + rollout + CAM (multiply),0.1200418376377826,0.0010072781245453492,0.0005039566678331079
33,saliency + rollout + CAM (sqrt),0.47759823723834005,0.005249845340484731,0.002635639329156663
33,saliency + rollout + CAM (multiply),0.07406222506598416,0.0006252643953453589,0.00031277739571947583
34,LRP + saliency + rollout (sqrt),0.2171983534859789,0.002093690316728784,0.0010487378965802201
34,LRP + saliency + rollout (multiply),0.07111537407508907,0.0006442019343435347,0.0003223541417383087
34,LRP + saliency + CAM (sqrt),0.1804476011793085,0.0016702976361225898,0.0008363195604058432
34,LRP + saliency + CAM (multiply),0.0499964939345067,0.00044259158790440023,0.0002214243767431735
34,LRP + rollout + CAM (sqrt),0.20556490047659098,0.0018193891802482445,0.0009108523099407123
34,LRP + rollout + CAM (multiply),0.09642961662276851,0.0008181396076406046,0.00040930901619565593
34,saliency + rollout + CAM (sqrt),0.011809131479574322,0.00010677609146737975,5.341513716665616e-05
34,saliency + rollout + CAM (multiply),0.0,0.0,0.0
35,LRP + saliency + rollout (sqrt),0.042240663900414935,0.0003460401685331194,0.00017305002539653614
35,LRP + saliency + rollout (multiply),0.036597510373443984,0.00029981776382858444,0.0001499313579565274
35,LRP + saliency + CAM (sqrt),0.47832657281476176,0.004080216209395014,0.002044642146826657
35,LRP + saliency + CAM (multiply),0.042572614107883815,0.00034875906697091875,0.0001744099470106543
35,LRP + rollout + CAM (sqrt),0.804141436794498,0.007284411684041945,0.003657169200767268
35,LRP + rollout + CAM (multiply),0.3687273871322951,0.003181866618160395,0.0015938281317464862
35,saliency + rollout + CAM (sqrt),0.7620496507848696,0.007459107743156251,0.003746584046895537
35,saliency + rollout + CAM (multiply),0.340780827212988,0.0029918832948318407,0.0014986336187582147
36,LRP + saliency + rollout (sqrt),0.5670475914942861,0.0050054417153342304,0.002509952838071545
36,LRP + saliency + rollout (multiply),0.2629090909090909,0.0021578878026255366,0.001080176132098647
36,LRP + saliency + CAM (sqrt),0.44984875402122243,0.0039897091140516415,0.001999638447269754
36,LRP + saliency + CAM (multiply),0.1587309883447447,0.0012954945412842374,0.0006481910518047009
36,LRP + rollout + CAM (sqrt),0.45609571001294585,0.004348580178144096,0.0021806282437565458
36,LRP + rollout + CAM (multiply),0.2360573199070488,0.00207846725401696,0.0010406913297990523
36,saliency + rollout + CAM (sqrt),0.49176427525622257,0.004574599100104682,0.002293960297924572
36,saliency + rollout + CAM (multiply),0.15525806620300162,0.0012665088187448425,0.0006336777190675525
37,LRP + saliency + rollout (sqrt),0.07003144268855405,0.0005770528782320849,0.0002886356487410184
37,LRP + saliency + rollout (multiply),0.047080429066321636,0.00037961398843893676,0.0001898431555567748
37,LRP + saliency + CAM (sqrt),0.10983862571577303,0.0009227134165827377,0.00046164873731580964
37,LRP + saliency + CAM (multiply),0.03943198188927763,0.000322393655104412,0.00016123204168740272
37,LRP + rollout + CAM (sqrt),0.14943453938101178,0.0012488328978842826,0.0006249003870410504
37,LRP + rollout + CAM (multiply),0.0,0.0,0.0
37,saliency + rollout + CAM (sqrt),0.03775526357448156,0.00032099520626970257,0.00016055883900812336
37,saliency + rollout + CAM (multiply),0.0051585254553390735,4.374804290606134e-05,2.1879087076578656e-05
38,LRP + saliency + rollout (sqrt),0.059773242630385484,0.0005092613700908247,0.0002547436830138149
